Tarih,Başlık,Metin,ParsedDate,Month,english_text,lemmatized_text,stemmed_text
"Thu, 19 Jul 2018 07:00:00 GMT",BORSA ÇALIŞIYOR ORTAKÖY KAZANIYOR - sultanhani.gen.tr,borsa çalişiyor ortaköy kazaniyor sultanhani gen tr,2018-07-19 07:00:00,7,"Stock market is working, Ortaköy is making money, sultanhani gen tr",stock market work ortaköy make money sultanhani gen tr,stock market work ortaköi make money sultanhani gen tr
"Mon, 13 Aug 2018 07:00:00 GMT",Borsa 88.000'den döndü - Dünya Gazetesi,borsa eighty eight zero den döndü dünya gazetesi,2018-08-13 07:00:00,8,"The stock market returned from eighty eight zero, Dünya Newspaper",stock market return eighty eight zero dünya newspaper,stock market return eighti eight zero dünya newspap
"Mon, 21 May 2018 07:00:00 GMT",Bekir Sani Karayal Alarko GYO’da sıkıştı iddiası haberi - Borsanın Gündemi,bekir sani karayal alarko gyo da sıkıştı iddiası haberi borsanın gündemi,2018-05-21 07:00:00,5,Bekir Sani Karayal Alarko GYO is stuck in the allegation news is on the agenda of the stock market,bekir sani karayal alarko gyo stuck allegation news agenda stock market,bekir sani karay alarko gyo stuck alleg news agenda stock market
"Thu, 01 Mar 2018 08:00:00 GMT","SPK, sosyal medya dolandırıcısı Hakan Kürklü'yü yakaladı haberi - Borsanın Gündemi",spk sosyal medya dolandırıcısı hakan kürklü yü yakaladı haberi borsanın gündemi,2018-03-01 08:00:00,3,The news that SPK caught social media fraudster Hakan Furry is on the agenda of the stock market,news spk caught social medium fraudster hakan furry agenda stock market,news spk caught social media fraudster hakan furri agenda stock market
"Thu, 31 May 2018 07:00:00 GMT",Son 5 yılda hiç kaybettirmeyen 18 hisse - Borsanın Gündemi,son five yılda hiç kaybettirmeyen eighteen hisse borsanın gündemi,2018-05-31 07:00:00,5,Eighteen stocks that have not made any losses in the last five years are on the agenda of the stock market,eighteen stock make loss last five year agenda stock market,eighteen stock made loss last five year agenda stock market
"Thu, 27 Sep 2018 07:00:00 GMT",Borsa İstanbul'un yeni Başkanı belli oldu - memurlar.net,borsa i̇stanbul un yeni başkanı belli oldu memurlar net,2018-09-27 07:00:00,9,"The new president of Borsa Istanbul has been announced, the civil servants are clear",new president borsa istanbul announce civil servant clear,new presid borsa istanbul announc civil servant clear
"Thu, 22 Mar 2018 07:00:00 GMT",Son 10 yılın en yüksek getirili hisseleri - fortuneturkey.com,son ten yılın en yüksek getirili hisseleri fortuneturkey com,2018-03-22 07:00:00,3,The highest yielding stocks of the last year fortuneturkey com,high yield stock last year fortuneturkey com,highest yield stock last year fortuneturkey com
"Fri, 02 Nov 2018 07:00:00 GMT","Borsa, günün ilk yarısında yükseldi - Milliyet",borsa günün ilk yarısında yükseldi milliyet,2018-11-02 07:00:00,11,The stock market rose in the first half of the day nationality,stock market rise first half day nationality,stock market rose first half day nation
"Sun, 01 Apr 2018 07:00:00 GMT","İsmet Çelik, Borsa seçimlerine katılmayacak - Gazetekars",i̇smet çelik borsa seçimlerine katılmayacak gazetekars,2018-04-01 07:00:00,4,İ̇smet Çelik will not participate in the stock market elections Gazetekars,çelik participate stock market election gazetekars,çelik particip stock market elect gazetekar
"Fri, 31 Aug 2018 07:00:00 GMT","ERBAY VE BOYLU, BORSA’DAYDI - Batman Sonsöz",erbay ve boylu borsa daydi batman sonsöz,2018-08-31 07:00:00,8,erbay and boylu were in stock market batman epilogue,erbay boylu stock market batman epilogue,erbay boylu stock market batman epilogu
"Wed, 01 Aug 2018 07:00:00 GMT",Borsa'da gündem Çin çiğdemi: Böyle giderse... - Ege'de Sonsöz,borsa da gündem çin çiğdemi böyle giderse ege de sonsöz,2018-08-01 07:00:00,8,"The stock market is on the agenda. If the Chinese crocus continues like this, the Aegean will also have an epilogue.",stock market agenda chinese crocus continue like aegean also epilogue,stock market agenda chines crocu continu like aegean also epilogu
"Wed, 15 Aug 2018 07:00:00 GMT","Halkbank Yönetim Kurulu Başkan Vekili Himmet Karadağ, Borsa İstanbul’daki görevinden ayrıldı - Sabah",halkbank yönetim kurulu başkan vekili himmet karadağ borsa i̇stanbul daki görevinden ayrıldı sabah,2018-08-15 07:00:00,8,Halkbank Deputy Chairman of the Board of Directors Himmet Karadağ left his position at Borsa Istanbul in the morning,halkbank deputy chairman board director himmet karadağ left position borsa istanbul morning,halkbank deputi chairman board director himmet karadağ left posit borsa istanbul morn
"Sat, 03 Mar 2018 08:00:00 GMT",İzmir Fırça operasyonunda satış zamanı haberi - Borsanın Gündemi,i̇zmir fırça operasyonunda satış zamanı haberi borsanın gündemi,2018-03-03 08:00:00,3,"Sale time news in Izmir brush operation, stock market agenda",sale time news izmir brush operation stock market agenda,sale time news izmir brush oper stock market agenda
"Tue, 16 Oct 2018 07:00:00 GMT",Kalkınma Bankası hisselerinde kim vurgun yaptı haberi - Borsanın Gündemi,kalkınma bankası hisselerinde kim vurgun yaptı haberi borsanın gündemi,2018-10-16 07:00:00,10,The news of who made a profit on the development bank shares is the agenda of the stock market,news make profit development bank share agenda stock market,news made profit develop bank share agenda stock market
"Thu, 05 Jul 2018 07:00:00 GMT",Yücel Kardeşler'e SPK'dan ağır para cezası haberi - Borsanın Gündemi,yücel kardeşler e spk dan ağır para cezası haberi borsanın gündemi,2018-07-05 07:00:00,7,"news of heavy fine from yucel brothers espk, stock market's agenda",news heavy fine yucel brother espk stock market agenda,news heavi fine yucel brother espk stock market agenda
"Fri, 28 Dec 2018 08:00:00 GMT",Borsa İlk Yarıda Yükseldi - enpolitik.com,borsa i̇lk yarıda yükseldi enpolitik com,2018-12-28 08:00:00,12,stock market rose in the first half enpolitik com,stock market rise first half enpolitik com,stock market rose first half enpolitik com
"Tue, 20 Mar 2018 07:00:00 GMT",KAAN ÇELİK BORSA BAŞKANLIĞINA ADAY - Devrim Gazetesi,kaan çeli̇k borsa başkanliğina aday devrim gazetesi,2018-03-20 07:00:00,3,Kaan Çelik is a candidate for the presidency of the Stock Exchange Devrim Newspaper,kaan çelik candidate presidency stock exchange devrim newspaper,kaan çelik candid presid stock exchang devrim newspap
"Thu, 29 Mar 2018 07:00:00 GMT","KATSO ve Borsa, Beştepe'de - Kastamonu Gündem Gazetesi",katso ve borsa beştepe de kastamonu gündem gazetesi,2018-03-29 07:00:00,3,Katso and Borsa Beştepe de Kastamonu Gündem newspaper,katso borsa beştepe de kastamonu gündem newspaper,katso borsa beştep de kastamonu gündem newspap
"Thu, 27 Sep 2018 07:00:00 GMT",Borsa İstanbul’un yeni başkanı belli oldu - Gıda Hattı,borsa i̇stanbul un yeni başkanı belli oldu gıda hattı,2018-09-27 07:00:00,9,Borsa Istanbul's new president has been announced food line,borsa istanbul new president announce food line,borsa istanbul new presid announc food line
"Tue, 06 Mar 2018 08:00:00 GMT","Dolar/TL yatay, Borsa artıda, gözler PPK’da - Demirören Haber Ajansı",dolar tl yatay borsa artıda gözler ppk da demirören haber ajansı,2018-03-06 08:00:00,3,dollar TL horizontal stock market plus eyes on ppk Demirören news agency,dollar tl horizontal stock market plus eye ppk demirören news agency,dollar tl horizont stock market plu eye ppk demirören news agenc
"Tue, 17 Jul 2018 07:00:00 GMT",Borsa'dan Karaburun Üzümü'ne can suyu! - Ege'de Sonsöz,borsa dan karaburun üzümü ne can suyu ege de sonsöz,2018-07-17 07:00:00,7,Karaburun grape from the stock market is the lifeblood of the Aegean epilogue,karaburun grape stock market lifeblood aegean epilogue,karaburun grape stock market lifeblood aegean epilogu
"Mon, 01 Jan 2018 08:00:00 GMT",2017'nin en çok değer kazanan ve kaybeden hisseleri - Dünya Gazetesi,two thousand and seventeen nin en çok değer kazanan ve kaybeden hisseleri dünya gazetesi,2018-01-01 08:00:00,1,Two Thousand and Seventeen's Most Gaining and Losing Stocks Dünya Newspaper,two thousand seventeen gain lose stock dünya newspaper,two thousand seventeen gain lose stock dünya newspap
"Thu, 27 Sep 2018 07:00:00 GMT",Borsa İstanbul'un yeni başkanı Erişah Arıcan kimdir? - Sabah,borsa i̇stanbul un yeni başkanı erişah arıcan kimdir sabah,2018-09-27 07:00:00,9,"Who is the new president of Borsa Istanbul, Girişah Arıcan, Sabah?",new president borsa istanbul girişah arıcan sabah,new presid borsa istanbul girişah arıcan sabah
"Fri, 08 Jun 2018 07:00:00 GMT",Borsa´dan İftar Yemeği - Kozan Haberleri,borsa dan i̇ftar yemeği kozan haberleri,2018-06-08 07:00:00,6,iftar dinner kozan news from stock market,iftar dinner kozan news stock market,iftar dinner kozan news stock market
"Wed, 25 Apr 2018 07:00:00 GMT",Nev'i Değişikliği Durumunda Hisse Senetlerinin İlk İktisap Tarihi - verginet.net,nev i değişikliği durumunda hisse senetlerinin i̇lk i̇ktisap tarihi verginet net,2018-04-25 07:00:00,4,"In case of change in type, the first acquisition date of the shares tax net",case change type first acquisition date share tax net,case chang type first acquisit date share tax net
"Tue, 18 Dec 2018 08:00:00 GMT","Yurt Dışındaki Hisse Senedi Alım-Satım Kazançlarının ve Kar Paylarının Türkiye’de Vergilendirilmemesi İçin Kaçırılmayacak Fırsatlar – Emrah AYGÜL, YMM - alomaliye.com",yurt dışındaki hisse senedi alım satım kazançlarının ve kar paylarının türkiye de vergilendirilmemesi i̇çin kaçırılmayacak fırsatlar emrah aygül ymm alomaliye com,2018-12-18 08:00:00,12,Unmissable opportunities to prevent stock trading gains and dividends abroad from being taxed in Türkiye emrah aygül ymm alomaliye com,unmissable opportunity prevent stock trading gain dividend abroad taxed türkiye emrah aygül ymm alomaliye com,unmiss opportun prevent stock trade gain dividend abroad tax türkiy emrah aygül ymm alomaliy com
"Fri, 28 Dec 2018 08:00:00 GMT",Şangay Hisse Senedi Borsası verileri TradingView’de - TradingView — Track All Markets,şangay hisse senedi borsası verileri tradingview de tradingview track all markets,2018-12-28 08:00:00,12,Shanghai stock exchange data at tradingview tradingview track all markets,shanghai stock exchange data tradingview tradingview track market,shanghai stock exchang data tradingview tradingview track market
"Wed, 04 Apr 2018 07:00:00 GMT","Spotify halka açıldı, ilgi beklenenden yüksek çıktı - BBC",spotify halka açıldı ilgi beklenenden yüksek çıktı bbc,2018-04-04 07:00:00,4,"spotify went public, interest was higher than expected bbc",spotify go public interest high expect bbc,spotifi went public interest higher expect bbc
"Tue, 20 Nov 2018 08:00:00 GMT",Goldman`dan hisse yatırımcılarına `nakdi artır` tavsiyesi - Uzmanpara,goldman dan hisse yatırımcılarına nakdi artır tavsiyesi uzmanpara,2018-11-20 08:00:00,11,Goldman's advice to increase cash for stock investors Uzmanpara,goldman advice increase cash stock investor uzmanpara,goldman advic increas cash stock investor uzmanpara
"Tue, 20 Nov 2018 08:00:00 GMT","Hisse senetleri, altın ve kripto piyasası.. Bugün yer gök kırmızı! Yazar KoinMedya - Investing.com Türkiye",hisse senetleri altın ve kripto piyasası bugün yer gök kırmızı yazar koinmedya investing com türkiye,2018-11-20 08:00:00,11,stocks gold and crypto market today the sky is red the author koinmedya investing com Türkiye,stock gold crypto market today sky red author koinmedya invest com türkiye,stock gold crypto market today sky red author koinmedya invest com türkiy
"Fri, 14 Sep 2018 07:00:00 GMT",İşte en çok kazandıran 3 fon - Bigpara,i̇şte en çok kazandıran three fon bigpara,2018-09-14 07:00:00,9,Here are the three most profitable funds bigpara,three profitable fund bigpara,three profit fund bigpara
"Thu, 06 Sep 2018 07:00:00 GMT",İşte en yeni portföy tavsiyesi: Yüzde kaç hisse senedi olmalı? - Ekonomi Dünya,i̇şte en yeni portföy tavsiyesi yüzde kaç hisse senedi olmalı ekonomi dünya,2018-09-06 07:00:00,9,"Here is the newest portfolio advice, what percentage should stocks be? Economy World",new portfolio advice percentage stock economy world,newest portfolio advic percentag stock economi world
"Mon, 03 Dec 2018 08:00:00 GMT",​Dedesinin sandığından 33 milyar liralık hisse senedi çıktı - Yeni Şafak,dedesinin sandığından thirty three milyar liralık hisse senedi çıktı yeni şafak,2018-12-03 08:00:00,12,"Thirty-three billion lira worth of stocks came out of his grandfather's chest, new dawn",billion lira worth stock come grandfather chest new dawn,billion lira worth stock came grandfath chest new dawn
"Fri, 03 Aug 2018 07:00:00 GMT",Çin dünyanın 2. büyük borsası ünvanını kaptırdı - Uzmanpara,çin dünyanın two büyük borsası ünvanını kaptırdı uzmanpara,2018-08-03 07:00:00,8,China lost the title of the world's two largest stock exchanges Uzmanpara,china lose title world two large stock exchange uzmanpara,china lost titl world two largest stock exchang uzmanpara
"Mon, 16 Jul 2018 22:30:06 GMT",OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş. İşlem Fikirleri — BIST:OTKAR - TradingView – Tüm Piyasaları Takip Edin,otokar otomoti̇v ve savunma sanayi̇ a ş i̇şlem fikirleri bist otkar tradingview tüm piyasaları takip edin,2018-07-16 22:30:06,7,otokar automotive and defense industry a ş transaction ideas bist otkar tradingview follow all markets,otokar automotive defense industry ş transaction idea bist otkar tradingview follow market,otokar automot defens industri ş transact idea bist otkar tradingview follow market
"Tue, 29 May 2018 07:00:00 GMT",Bir haftada yüzde 10’un üzerinde kazanç - Borsanın Gündemi,bir haftada yüzde ten un üzerinde kazanç borsanın gündemi,2018-05-29 07:00:00,5,Gain over ten percent in a week is the agenda of the stock market,gain ten percent week agenda stock market,gain ten percent week agenda stock market
"Thu, 07 Jun 2018 07:00:00 GMT","Takipçi için yeni zaman aralıkları, verileri aktarma ve diğer geliştirmeler - TradingView — Track All Markets",takipçi için yeni zaman aralıkları verileri aktarma ve diğer geliştirmeler tradingview track all markets,2018-06-07 07:00:00,6,new time intervals for tracker data transfer and other improvements tradingview track all markets,new time interval tracker data transfer improvement tradingview track market,new time interv tracker data transfer improv tradingview track market
"Wed, 22 Aug 2018 07:00:00 GMT",Fenerbahçe borsada tepe taklak - Uzmanpara,fenerbahçe borsada tepe taklak uzmanpara,2018-08-22 07:00:00,8,"Fenerbahçe is upside down in the stock market, expert money",fenerbahçe upside stock market expert money,fenerbahç upsid stock market expert money
