Tarih,Başlık,Metin,ParsedDate,Month,english_text
"Wed, 25 Apr 2018 07:00:00 GMT",Nev'i Değişikliği Durumunda Hisse Senetlerinin İlk İktisap Tarihi - verginet.net,nev i değişikliği durumunda hisse senetlerinin i̇lk i̇ktisap tarihi verginet net,2018-04-25 07:00:00,4,"In case of change in type, the first acquisition date of the shares tax net"
"Tue, 18 Dec 2018 08:00:00 GMT","Yurt Dışındaki Hisse Senedi Alım-Satım Kazançlarının ve Kar Paylarının Türkiye’de Vergilendirilmemesi İçin Kaçırılmayacak Fırsatlar – Emrah AYGÜL, YMM - alomaliye.com",yurt dışındaki hisse senedi alım satım kazançlarının ve kar paylarının türkiye de vergilendirilmemesi i̇çin kaçırılmayacak fırsatlar emrah aygül ymm alomaliye com,2018-12-18 08:00:00,12,Unmissable opportunities to prevent stock trading gains and dividends abroad from being taxed in Türkiye emrah aygül ymm alomaliye com
"Fri, 28 Dec 2018 08:00:00 GMT",Şangay Hisse Senedi Borsası verileri TradingView’de - TradingView — Track All Markets,şangay hisse senedi borsası verileri tradingview de tradingview track all markets,2018-12-28 08:00:00,12,Shanghai stock exchange data at tradingview tradingview track all markets
"Wed, 04 Apr 2018 07:00:00 GMT","Spotify halka açıldı, ilgi beklenenden yüksek çıktı - BBC",spotify halka açıldı ilgi beklenenden yüksek çıktı bbc,2018-04-04 07:00:00,4,"spotify went public, interest was higher than expected bbc"
"Tue, 20 Nov 2018 08:00:00 GMT",Goldman`dan hisse yatırımcılarına `nakdi artır` tavsiyesi - Uzmanpara,goldman dan hisse yatırımcılarına nakdi artır tavsiyesi uzmanpara,2018-11-20 08:00:00,11,Goldman's advice to increase cash for stock investors Uzmanpara
"Tue, 20 Nov 2018 08:00:00 GMT","Hisse senetleri, altın ve kripto piyasası.. Bugün yer gök kırmızı! Yazar KoinMedya - Investing.com Türkiye",hisse senetleri altın ve kripto piyasası bugün yer gök kırmızı yazar koinmedya investing com türkiye,2018-11-20 08:00:00,11,stocks gold and crypto market today the sky is red the author koinmedya investing com Türkiye
"Fri, 14 Sep 2018 07:00:00 GMT",İşte en çok kazandıran 3 fon - Bigpara,i̇şte en çok kazandıran three fon bigpara,2018-09-14 07:00:00,9,Here are the three most profitable funds bigpara
"Thu, 06 Sep 2018 07:00:00 GMT",İşte en yeni portföy tavsiyesi: Yüzde kaç hisse senedi olmalı? - Ekonomi Dünya,i̇şte en yeni portföy tavsiyesi yüzde kaç hisse senedi olmalı ekonomi dünya,2018-09-06 07:00:00,9,"Here is the newest portfolio advice, what percentage should stocks be? Economy World"
"Mon, 03 Dec 2018 08:00:00 GMT",​Dedesinin sandığından 33 milyar liralık hisse senedi çıktı - Yeni Şafak,dedesinin sandığından thirty three milyar liralık hisse senedi çıktı yeni şafak,2018-12-03 08:00:00,12,"Thirty-three billion lira worth of stocks came out of his grandfather's chest, new dawn"
"Fri, 03 Aug 2018 07:00:00 GMT",Çin dünyanın 2. büyük borsası ünvanını kaptırdı - Uzmanpara,çin dünyanın two büyük borsası ünvanını kaptırdı uzmanpara,2018-08-03 07:00:00,8,China lost the title of the world's two largest stock exchanges Uzmanpara
"Mon, 16 Jul 2018 22:30:06 GMT",OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş. İşlem Fikirleri — BIST:OTKAR - TradingView – Tüm Piyasaları Takip Edin,otokar otomoti̇v ve savunma sanayi̇ a ş i̇şlem fikirleri bist otkar tradingview tüm piyasaları takip edin,2018-07-16 22:30:06,7,otokar automotive and defense industry a ş transaction ideas bist otkar tradingview follow all markets
"Tue, 29 May 2018 07:00:00 GMT",Bir haftada yüzde 10’un üzerinde kazanç - Borsanın Gündemi,bir haftada yüzde ten un üzerinde kazanç borsanın gündemi,2018-05-29 07:00:00,5,Gain over ten percent in a week is the agenda of the stock market
"Thu, 07 Jun 2018 07:00:00 GMT","Takipçi için yeni zaman aralıkları, verileri aktarma ve diğer geliştirmeler - TradingView — Track All Markets",takipçi için yeni zaman aralıkları verileri aktarma ve diğer geliştirmeler tradingview track all markets,2018-06-07 07:00:00,6,new time intervals for tracker data transfer and other improvements tradingview track all markets
"Wed, 22 Aug 2018 07:00:00 GMT",Fenerbahçe borsada tepe taklak - Uzmanpara,fenerbahçe borsada tepe taklak uzmanpara,2018-08-22 07:00:00,8,"Fenerbahçe is upside down in the stock market, expert money"
"Thu, 19 Jul 2018 07:00:00 GMT",İhracat yapan güçlü endeks hisseleri - fortuneturkey.com,i̇hracat yapan güçlü endeks hisseleri fortuneturkey com,2018-07-19 07:00:00,7,strong export index shares fortuneturkey com
"Wed, 07 Mar 2018 08:00:00 GMT",Son 5 yılda fiyatını 10’a katlayan hisseler - Borsanın Gündemi,son five yılda fiyatını ten a katlayan hisseler borsanın gündemi,2018-03-07 08:00:00,3,Shares that have doubled their prices in the last five years are on the agenda of the stock market.
"Tue, 18 Sep 2018 07:00:00 GMT",200 Günlük Hareketli Ortalamaya göre “güçlü” ve “zayıf” BIST 30 hisseleri - Borsanın Gündemi,two hundred günlük hareketli ortalamaya göre güçlü ve zayıf bist thirty hisseleri borsanın gündemi,2018-09-18 07:00:00,9,"Strong and weak bist thirty stocks according to the two hundred daily moving average, stock market agenda"
"Mon, 19 Feb 2018 08:00:00 GMT",Aktif Büyüme oranı ile hisse seçimi - Borsanın Gündemi,aktif büyüme oranı ile hisse seçimi borsanın gündemi,2018-02-19 08:00:00,2,Share selection by asset growth rate is the agenda of the stock market
"Wed, 23 May 2018 07:00:00 GMT",İki büyük yabancı kurum hangi sektörlerde pozisyon aldı? - Borsanın Gündemi,i̇ki büyük yabancı kurum hangi sektörlerde pozisyon aldı borsanın gündemi,2018-05-23 07:00:00,5,In which sectors did the two major foreign institutions take positions? The agenda of the stock market
"Fri, 07 Dec 2018 08:00:00 GMT",Osmanlı Yatırım GM Çakılkaya’dan yatırımcıya 8 hisse önerisi foto haber - Borsanın Gündemi,osmanlı yatırım gm çakılkaya dan yatırımcıya eight hisse önerisi foto haber borsanın gündemi,2018-12-07 08:00:00,12,Eight share suggestions from Osmanlı Yatırım GM Çaklıkaya to investors photo news stock market agenda
"Tue, 27 Feb 2018 08:00:00 GMT",Dünyanın en büyük varlık fonunun Türk hisseleri sevdası - BUSINESS HT - Bloomberght,dünyanın en büyük varlık fonunun türk hisseleri sevdası business ht bloomberght,2018-02-27 08:00:00,2,The love of the world's largest wealth fund for Turkish shares Business Ht Bloomberght
"Tue, 20 Nov 2018 08:00:00 GMT",Ek iş yapmak isteyen memurlar dikkat! Memurlar borsada hisse senedi alabilir mi? - Sabah,ek iş yapmak isteyen memurlar dikkat memurlar borsada hisse senedi alabilir mi sabah,2018-11-20 08:00:00,11,"Attention civil servants who want to do additional work, can civil servants buy shares in the stock market in the morning?"
"Sun, 27 May 2018 07:00:00 GMT",11 ayda 13 milyon hisse sattı - BUSINESS HT - Bloomberght,eleven ayda thirteen milyon hisse sattı business ht bloomberght,2018-05-27 07:00:00,5,eleven sold thirteen million shares in a month business ht bloomberght
"Tue, 29 May 2018 07:00:00 GMT",ASELSAN'ın ikinci halka arz süreci başlıyor? ASELSAN hissesi nasıl satın alınır? Aselsan hissesi almak - Sabah,aselsan ın ikinci halka arz süreci başlıyor aselsan hissesi nasıl satın alınır aselsan hissesi almak sabah,2018-05-29 07:00:00,5,Aselsan's second public offering process begins. How to buy Aselsan shares. Buying Aselsan shares in the morning.
"Tue, 29 May 2018 07:00:00 GMT",Milli gururumuz ASELSAN halka arz oluyor… ASELSAN halka arz süreci başlıyor - Sabah,milli gururumuz aselsan halka arz oluyor aselsan halka arz süreci başlıyor sabah,2018-05-29 07:00:00,5,"Aselsan, our national pride, is going public. Aselsan public offering process starts in the morning."
"Fri, 27 Apr 2018 07:00:00 GMT",Halkbank'ın Genel Kurul'u ertelendi - BUSINESS HT - Bloomberght,halkbank ın genel kurul u ertelendi business ht bloomberght,2018-04-27 07:00:00,4,Halkbank's general assembly has been postponed business ht bloomberght
"Fri, 16 Mar 2018 07:00:00 GMT","Rihanna sinirlendi, hisse senedi fiyatları düştü! - CNN Türk",rihanna sinirlendi hisse senedi fiyatları düştü cnn türk,2018-03-16 07:00:00,3,"Rihanna got angry, stock prices fell cnn turkish"
"Tue, 28 Aug 2018 07:00:00 GMT",Royal Halı ve Logo Yazılım sorusu foto haber - Borsanın Gündemi,royal halı ve logo yazılım sorusu foto haber borsanın gündemi,2018-08-28 07:00:00,8,royal carpet and logo software question photo news stock market agenda
"Fri, 19 Oct 2018 07:00:00 GMT",ABD 1 trilyon doları yakıyor - Hürriyet,abd one trilyon doları yakıyor hürriyet,2018-10-19 07:00:00,10,USA is burning one trillion dollars Hürriyet
"Fri, 23 Feb 2018 08:00:00 GMT","Kylie Jenner tweet attı, Snapchat’in hisse senetleri çakıldı - NTV Haber",kylie jenner tweet attı snapchat in hisse senetleri çakıldı ntv haber,2018-02-23 08:00:00,2,Kylie Jenner Tweeted Snapchat Shares Crashed Ntv News
"Sun, 07 Jan 2018 08:00:00 GMT",Piyasanın 2018 Hesapları - Ekonomist,piyasanın two thousand and eighteen hesapları ekonomist,2018-01-07 08:00:00,1,two thousand and eighteen accounts of the market economist
"Fri, 30 Nov 2018 08:00:00 GMT",Başkan Erdoğan''dan yardım istedi! - Milat Gazetesi,başkan erdoğan dan yardım istedi milat gazetesi,2018-11-30 08:00:00,11,President asked Erdogan for help Milat newspaper
"Fri, 30 Nov 2018 08:00:00 GMT",Eylül Su Sapan kimdir kaç yaşında İstanbullu Gelin piyangosu - Internet Haber,eylül su sapan kimdir kaç yaşında i̇stanbullu gelin piyangosu internet haber,2018-11-30 08:00:00,11,Who is Eylül Su Sapan and how old is she? Istanbul bride lottery internet news
"Wed, 27 Jun 2018 07:00:00 GMT",Bloomberg: Instragram'ın piyasa değeri 100 milyar Dolar - Euronews.com,bloomberg instragram ın piyasa değeri one hundred milyar dolar euronews com,2018-06-27 07:00:00,6,bloomberg instagram's market value is one hundred billion dollars euronews com
"Thu, 02 Aug 2018 07:00:00 GMT",Apple'ın piyasa değeri 1 trilyon dolara ulaştı - BBC,apple ın piyasa değeri one trilyon dolara ulaştı bbc,2018-08-02 07:00:00,8,Apple's market value reaches one trillion dollars BBC
"Wed, 19 Dec 2018 08:00:00 GMT",'TMSF bünyesindeki 933 şirketin piyasa değeri 55 milyar lira' - Anadolu Ajansı,tmsf bünyesindeki nine hundred and thirty three şirketin piyasa değeri fifty five milyar lira anadolu ajansı,2018-12-19 08:00:00,12,The market value of nine hundred and thirty three companies within TMSF is fifty five billion lira Anadolu Agency
"Thu, 02 Aug 2018 07:00:00 GMT",Apple'ın piyasa değeri 1 trilyon doları geçti - DW,apple ın piyasa değeri one trilyon doları geçti dw,2018-08-02 07:00:00,8,Apple's market value exceeds one trillion dollars dw
"Fri, 23 Feb 2018 08:00:00 GMT",Kipa`nın piyasa değeri sahibini geçti - Uzmanpara,kipa nın piyasa değeri sahibini geçti uzmanpara,2018-02-23 08:00:00,2,Kipa's market value exceeded its owner Uzmanpara
"Mon, 13 Aug 2018 07:00:00 GMT","SPK'dan ""Piyasa Dolandırıcılığı"" Açıklaması, MASAK'dan İnceleme - Bianet",spk dan piyasa dolandırıcılığı açıklaması masak dan i̇nceleme bianet,2018-08-13 07:00:00,8,"Statement on market fraud from CMB, review from Masak bianet"
"Wed, 21 Mar 2018 07:00:00 GMT",Dünyanın piyasa değeri en yüksek şirketi Amazon oldu - BThaber,dünyanın piyasa değeri en yüksek şirketi amazon oldu bthaber,2018-03-21 07:00:00,3,Amazon is the company with the highest market value in the world bthaber
"Sat, 04 Aug 2018 07:00:00 GMT",Piyasa değeri 1 trilyon doları bulan şirketin yükselişi ve çöküşü - BBC,piyasa değeri one trilyon doları bulan şirketin yükselişi ve çöküşü bbc,2018-08-04 07:00:00,8,The rise and fall of a company with a market value of one trillion dollars bbc
"Sun, 15 Jul 2018 07:00:00 GMT","SPK, piyasa bozucu eylemlerle ilgili düzenlemesini kaldırdı - Anadolu Ajansı",spk piyasa bozucu eylemlerle ilgili düzenlemesini kaldırdı anadolu ajansı,2018-07-15 07:00:00,7,CMB abolished its regulation on market disruptive actions Anadolu Agency
"Fri, 01 Jun 2018 07:00:00 GMT",Piyasa yeni bir faiz artışı bekliyor - DW,piyasa yeni bir faiz artışı bekliyor dw,2018-06-01 07:00:00,6,The market expects a new interest rate increase dw
"Mon, 08 Jan 2018 08:00:00 GMT",Dalga geçmek için kurulan Dogecoin'in piyasa büyüklüğü bir yılda 82 kat arttı - BBC,dalga geçmek için kurulan dogecoin in piyasa büyüklüğü bir yılda eighty two kat arttı bbc,2018-01-08 08:00:00,1,"The market size of dogecoin, which was founded to make fun of, increased eighty-two times in one year BBC"
"Fri, 10 Aug 2018 07:00:00 GMT",Piyasa tatmin olmadı - DW,piyasa tatmin olmadı dw,2018-08-10 07:00:00,8,The market is not satisfied dw
"Tue, 07 Aug 2018 07:00:00 GMT","FT'ye yazan piyasa uzmanı Tatiana Orlova: Erdoğan, Putin'in izinden giderek Merkez Bankası'nın bağımsızlığını göstermesine izin vermeli - BBC",ft ye yazan piyasa uzmanı tatiana orlova erdoğan putin in izinden giderek merkez bankası nın bağımsızlığını göstermesine izin vermeli bbc,2018-08-07 07:00:00,8,"Writing in the FT, market expert Tatiana Orlova Erdogan should follow Putin and allow the central bank to demonstrate its independence BBC"
"Fri, 03 Aug 2018 07:00:00 GMT",Apple'ın 1 trilyon dolarlık yolculuğu - Anadolu Ajansı,apple ın one trilyon dolarlık yolculuğu anadolu ajansı,2018-08-03 07:00:00,8,apple's one trillion dollar journey anadolu agency
"Sat, 24 Mar 2018 07:00:00 GMT",Doğan Holding hisseleri neden yüzde 70 arttı? - BBC,doğan holding hisseleri neden yüzde seventy arttı bbc,2018-03-24 07:00:00,3,why dogan holding shares increased by seventy percent bbc
"Wed, 05 Sep 2018 07:00:00 GMT",E-ticaret devi Amazon'un 1 trilyon dolarlık yükselişi - Anadolu Ajansı,e ticaret devi amazon un one trilyon dolarlık yükselişi anadolu ajansı,2018-09-05 07:00:00,9,One trillion dollar rise of e-commerce giant Amazon Anadolu Agency
"Wed, 03 Jan 2018 08:00:00 GMT","1 trilyon dolarlık şirket yarışı: Apple mı, Amazon mu? - BBC",one trilyon dolarlık şirket yarışı apple mı amazon mu bbc,2018-01-03 08:00:00,1,one trillion dollar company race apple vs amazon bbc
"Wed, 04 Apr 2018 07:00:00 GMT",Spotify'ın piyasa değeri bir günde Twitter'ı geride bıraktı - Anadolu Ajansı,spotify ın piyasa değeri bir günde twitter ı geride bıraktı anadolu ajansı,2018-04-04 07:00:00,4,Spotify's market value surpassed Twitter in one day Anadolu Agency
"Tue, 13 Nov 2018 08:00:00 GMT",Gelişen piyasa paraları baht öncülüğünde yükseldi | Son dakika ekonomi haberleri - Bloomberght,gelişen piyasa paraları baht öncülüğünde yükseldi son dakika ekonomi haberleri bloomberght,2018-11-13 08:00:00,11,Emerging market currencies rose led by baht breaking economic news bloomberght
"Wed, 17 Jan 2018 08:00:00 GMT","Kripto paralar tepetaklak: Bitcoin, 10 bin doların altına indi - BBC",kripto paralar tepetaklak bitcoin ten bin doların altına indi bbc,2018-01-17 08:00:00,1,Cryptocurrencies went upside down from Bitcoin to below a thousand dollars BBC
"Mon, 22 Oct 2018 07:00:00 GMT",Recep Atakan - Piyasa - Bloomberght,recep atakan piyasa bloomberght,2018-10-22 07:00:00,10,recep atakan market bloomberght
"Thu, 11 Jan 2018 08:00:00 GMT",Piyasadaki en tuhaf 8 kripto para - BBC,piyasadaki en tuhaf eight kripto para bbc,2018-01-11 08:00:00,1,The eight weirdest cryptocurrencies on the market BBC
"Fri, 27 Apr 2018 07:00:00 GMT",Dolar kuru 4.05 TL'nin altını gördü! İşte piyasa beklentisi - Bigpara,dolar kuru four five tl nin altını gördü i̇şte piyasa beklentisi bigpara,2018-04-27 07:00:00,4,"The dollar exchange rate has reached below four five TL, here is the market expectation bigpara"
"Wed, 27 Jun 2018 07:00:00 GMT",Dolar kuru 4.60 TL'nin altını gördü! İşte piyasa beklentisi - Bigpara,dolar kuru four sixty tl nin altını gördü i̇şte piyasa beklentisi bigpara,2018-06-27 07:00:00,6,"The dollar exchange rate has reached below four sixty TL, here is the market expectation bigpara"
"Mon, 08 Jan 2018 08:00:00 GMT","Piyasa değeri sıralamasında Neymar zirvede, Ronaldo düşüşte - eurosport.com.tr",piyasa değeri sıralamasında neymar zirvede ronaldo düşüşte eurosport com tr,2018-01-08 08:00:00,1,"Neymar is at the top in the market value rankings, Ronaldo is in decline eurosport com en"
"Wed, 19 Dec 2018 08:00:00 GMT",TMSF bünyesindeki 933 şirketin piyasa değeri 55 milyar lira - Platin Dergisi,tmsf bünyesindeki nine hundred and thirty three şirketin piyasa değeri fifty five milyar lira platin dergisi,2018-12-19 08:00:00,12,The market value of nine hundred and thirty three companies within TMSF is fifty five billion lira platinum magazine
"Thu, 12 Jul 2018 07:00:00 GMT","Dünya borsaları 4,2 trilyon dolar eridi - Uzmanpara",dünya borsaları four two trilyon dolar eridi uzmanpara,2018-07-12 07:00:00,7,World stock markets melted four two trillion dollars Uzmanpara
"Wed, 18 Jul 2018 07:00:00 GMT",Dünyanın en değerli kulübü yine değişmedi - Anadolu Ajansı,dünyanın en değerli kulübü yine değişmedi anadolu ajansı,2018-07-18 07:00:00,7,The most valuable club in the world has not changed again Anadolu Agency
"Thu, 11 Jan 2018 08:00:00 GMT","SexCoin'den UFOcoin'e, Bitcoin'in En İlginç 8 Rakibi - Bianet",sexcoin den ufocoin e bitcoin in en i̇lginç eight rakibi bianet,2018-01-11 08:00:00,1,"Bitcoin's eight most interesting rivals, from sexcoin to ufocoin bianet"
